Date,Round,Match,Home,Away,CompetitionID,MatchID
2026-03-08,1,Brooklyn 1-0 Indy Eleven,Brooklyn,Indy Eleven,cbkjk31sv9wm38ljg3vxhtus4,6ycjj0c4mysifzmtvqjg05dzo
2026-03-07,15,Orange County SC 1-1 Las Vegas Lights,Orange County SC,Las Vegas Lights,cbkjk31sv9wm38ljg3vxhtus4,a3nzapqkpm5ettv0c6jjy0qvo
2026-03-07,1,Monterey Bay 0-1 Oakland Roots,Monterey Bay,Oakland Roots,cbkjk31sv9wm38ljg3vxhtus4,6wjk3kd1xn1bo1gidbpavq2hg
2026-03-07,1,Sacramento Republic 2-0 FC Tulsa,Sacramento Republic,FC Tulsa,cbkjk31sv9wm38ljg3vxhtus4,6u43esc06tjl32vs4dj924nis
2026-03-07,1,Birmingham Legion 0-1 Tampa Bay Rowdies,Birmingham Legion,Tampa Bay Rowdies,cbkjk31sv9wm38ljg3vxhtus4,6tfbt2b51ue8hdxwhowe20ro4
2026-03-07,1,El Paso Locomotive 2-2 Colorado Springs,El Paso Locomotive,Colorado Springs,cbkjk31sv9wm38ljg3vxhtus4,6vd22mxelw26wbuz9d16k5o9g
2026-03-07,1,San Antonio 2-1 Phoenix Rising,San Antonio,Phoenix Rising,cbkjk31sv9wm38ljg3vxhtus4,6xqwbc6wbkoypil8278qd2djo
2026-03-07,1,Sporting JAX 0-3 Hartford Athletic,Sporting JAX,Hartford Athletic,cbkjk31sv9wm38ljg3vxhtus4,6vybz6xm35m57au2fph2ydrf8
2026-03-07,1,Charleston Battery 2-1 Pittsburgh Riverhounds,Charleston Battery,Pittsburgh Riverhounds,cbkjk31sv9wm38ljg3vxhtus4,6x5f3xw7a6w4m37oswwg51xqs
2026-03-06,1,Lexington 1-2 Louisville City,Lexington,Louisville City,cbkjk31sv9wm38ljg3vxhtus4,6slgtq89p430w5tqlza8hq3o4
